Team1,Score,Team2,Competition,Map
Fidem,16-11,Impunity,WESG2019MyanmarRegionalFinals,Inferno
Fidem,14-16,Impunity,WESG2019MyanmarRegionalFinals,Dust2
Fidem,14-16,Impunity,WESG2019MyanmarRegionalFinals,Dust2
BOOT,16-10,Bren,eXTREMESLAND2019SEARegionalFinals,Dust2
BOOT,14-16,Bren,eXTREMESLAND2019SEARegionalFinals,Nuke
BOOT,16-8 ,Bren,eXTREMESLAND2019SEARegionalFinals,Inferno
BOOT,16-8 ,Bren,eXTREMESLAND2019SEARegionalFinals,Inferno
Darkhorse,16-6 ,Easy5,WESG2019MalaysiaRegionalFinals,Mirage
Darkhorse,16-8 ,Easy5,WESG2019MalaysiaRegionalFinals,Overpass
Darkhorse,16-8 ,Easy5,WESG2019MalaysiaRegionalFinals,Overpass
XDDD,17-19,TheDice,LouvardGame,inf
2333,17-19,ahq,OMENChallengerSeries2019TaiwanQualifier,Inferno
2333,7-16 ,ahq,OMENChallengerSeries2019TaiwanQualifier,Dust2
2333,7-16 ,ahq,OMENChallengerSeries2019TaiwanQualifier,Dust2
Exodus,7-16 ,LaZe,eXTREMESLAND2019SEARegionalFinals,Dust2
Exodus,16-14,LaZe,eXTREMESLAND2019SEARegionalFinals,Inferno
Exodus,5-16 ,LaZe,eXTREMESLAND2019SEARegionalFinals,Train
Exodus,5-16 ,LaZe,eXTREMESLAND2019SEARegionalFinals,Train
ikarus,16-10,taloo,OMENChallengerSeries2019KoreaQualifier,Mirage
ikarus,16-2 ,taloo,OMENChallengerSeries2019KoreaQualifier,Vertigo
ikarus,16-2 ,taloo,OMENChallengerSeries2019KoreaQualifier,Vertigo
ahq,16-13,GOGOMYTEAM,OMENChallengerSeries2019TaiwanQualifier,Inferno
ahq,16-4 ,GOGOMYTEAM,OMENChallengerSeries2019TaiwanQualifier,Mirage
ahq,16-4 ,GOGOMYTEAM,OMENChallengerSeries2019TaiwanQualifier,Mirage
2333,16-9 ,EZRetake,OMENChallengerSeries2019TaiwanQualifier,Mirage
2333,19-16,EZRetake,OMENChallengerSeries2019TaiwanQualifier,Overpass
2333,19-16,EZRetake,OMENChallengerSeries2019TaiwanQualifier,Overpass
ikarus,16-8 ,MxM,OMENChallengerSeries2019KoreaQualifier,Default
ikarus,16-2 ,MxM,OMENChallengerSeries2019KoreaQualifier,Overpass
ikarus,16-2 ,MxM,OMENChallengerSeries2019KoreaQualifier,Overpass
taloo,16-12,Optimistic,OMENChallengerSeries2019KoreaQualifier,Mirage
taloo,19-15,Optimistic,OMENChallengerSeries2019KoreaQualifier,Inferno
taloo,19-15,Optimistic,OMENChallengerSeries2019KoreaQualifier,Inferno
TheDice,8-16 ,Spawn,LouvardGame,Overpass
TheDice,16-11,Spawn,LouvardGame,Nuke
TheDice,16-9 ,Spawn,LouvardGame,Mirage
TheDice,16-9 ,Spawn,LouvardGame,Mirage
Malvinas,16-8 ,Atrapa2,LaLigaProTrust2019-AperturaFinals,Overpass
Malvinas,16-9 ,Atrapa2,LaLigaProTrust2019-AperturaFinals,Dust2
Malvinas,16-9 ,Atrapa2,LaLigaProTrust2019-AperturaFinals,Dust2
dizLown,16-11,XDDD,LouvardGame,Dust2
dizLown,16-13,XDDD,LouvardGame,Mirage
dizLown,16-13,XDDD,LouvardGame,Mirage
Sinisters,16-8 ,Latingamers,LaLigaProTrust2019-AperturaFinals,Vertigo
Sinisters,16-5 ,Latingamers,LaLigaProTrust2019-AperturaFinals,Mirage
Sinisters,16-5 ,Latingamers,LaLigaProTrust2019-AperturaFinals,Mirage
GamerLegion,11-16,MovistarRiders,V4FutureSportsFestival2019EuropeQualifier,Overpass
GamerLegion,16-8 ,MovistarRiders,V4FutureSportsFestival2019EuropeQualifier,Train
GamerLegion,16-11,MovistarRiders,V4FutureSportsFestival2019EuropeQualifier,Inferno
GamerLegion,16-11,MovistarRiders,V4FutureSportsFestival2019EuropeQualifier,Inferno
Giants,14-16,Heretics,V4FutureSportsFestival2019EuropeQualifier,Inferno
Giants,12-16,Heretics,V4FutureSportsFestival2019EuropeQualifier,Dust2
Giants,12-16,Heretics,V4FutureSportsFestival2019EuropeQualifier,Dust2
FATE,7-16 ,Espada,V4FutureSportsFestival2019EuropeQualifier,Dust2
FATE,16-11,Espada,V4FutureSportsFestival2019EuropeQualifier,Overpass
FATE,7-16 ,Espada,V4FutureSportsFestival2019EuropeQualifier,Vertigo
FATE,7-16 ,Espada,V4FutureSportsFestival2019EuropeQualifier,Vertigo
Tricked,16-7 ,BudapestFive,V4FutureSportsFestival2019EuropeQualifier,Train
Tricked,9-16 ,BudapestFive,V4FutureSportsFestival2019EuropeQualifier,Mirage
Tricked,16-6 ,BudapestFive,V4FutureSportsFestival2019EuropeQualifier,Dust2
Tricked,16-6 ,BudapestFive,V4FutureSportsFestival2019EuropeQualifier,Dust2
NRG,10-16,Astralis,StarLadderMajorBerlin2019,Train
NRG,9-16 ,Astralis,StarLadderMajorBerlin2019,Overpass
NRG,9-16 ,Astralis,StarLadderMajorBerlin2019,Overpass
Altima,16-2 ,Hydra,LogitechGChallenge2019-Mexico,Mirage
Altima,16-1 ,Hydra,LogitechGChallenge2019-Mexico,Inferno
Altima,16-1 ,Hydra,LogitechGChallenge2019-Mexico,Inferno
Heretics,19-17,Universe,V4FutureSportsFestival2019EuropeQualifier,mrg
MovistarRiders,16-13,Salamander,V4FutureSportsFestival2019EuropeQualifier,nuke
GamerLegion,16-14,Japaleno,V4FutureSportsFestival2019EuropeQualifier,inf
Ambush,4-16,FATE,V4FutureSportsFestival2019EuropeQualifier,inf
Espada,16-14,Brute,V4FutureSportsFestival2019EuropeQualifier,mrg
BudapestFive,22-19,FiveG,V4FutureSportsFestival2019EuropeQualifier,mrg
Giants,16-4,LyngbyVikings,V4FutureSportsFestival2019EuropeQualifier,nuke
Renegades,19-22,AVANGAR,StarLadderMajorBerlin2019,Mirage
Renegades,6-16 ,AVANGAR,StarLadderMajorBerlin2019,Dust2
Renegades,6-16 ,AVANGAR,StarLadderMajorBerlin2019,Dust2
Tricked,16-7,naegt2.0,V4FutureSportsFestival2019EuropeQualifier,trn
Bren,12-16,LaZe,eXTREMESLAND2019SEARegionalFinals,Mirage
Bren,19-16,LaZe,eXTREMESLAND2019SEARegionalFinals,Inferno
Bren,16-8 ,LaZe,eXTREMESLAND2019SEARegionalFinals,Dust2
Bren,16-8 ,LaZe,eXTREMESLAND2019SEARegionalFinals,Dust2
Impunity,16-6 ,Blu,WESG2019MyanmarRegionalFinals,Dust2
Impunity,16-9 ,Blu,WESG2019MyanmarRegionalFinals,Overpass
Impunity,16-9 ,Blu,WESG2019MyanmarRegionalFinals,Overpass
Mistaken.Ares,6-16 ,Easy5,WESG2019MalaysiaRegionalFinals,Overpass
Mistaken.Ares,8-16 ,Easy5,WESG2019MalaysiaRegionalFinals,Inferno
Mistaken.Ares,8-16 ,Easy5,WESG2019MalaysiaRegionalFinals,Inferno
XiphosZeGg,16-2 ,PhoenixHeroes,eXTREMESLAND2019SriLanka,Mirage
XiphosZeGg,16-8 ,PhoenixHeroes,eXTREMESLAND2019SriLanka,Vertigo
XiphosZeGg,16-8 ,PhoenixHeroes,eXTREMESLAND2019SriLanka,Vertigo
BOOT,16-4 ,Exodus,eXTREMESLAND2019SEARegionalFinals,Mirage
BOOT,16-7 ,Exodus,eXTREMESLAND2019SEARegionalFinals,Train
BOOT,16-7 ,Exodus,eXTREMESLAND2019SEARegionalFinals,Train
Fidem,16-8 ,OX,WESG2019MyanmarRegionalFinals,Dust2
Fidem,16-3 ,OX,WESG2019MyanmarRegionalFinals,Overpass
Fidem,16-3 ,OX,WESG2019MyanmarRegionalFinals,Overpass
PhoenixHeroes,16-14,MGRG,eXTREMESLAND2019SriLanka,ovp
Exodus,16-12,Goodfellas,eXTREMESLAND2019SEARegionalFinals,nuke
Darkhorse,16-12,VG.Anthrax,WESG2019MalaysiaRegionalFinals,Dust2
Darkhorse,16-3 ,VG.Anthrax,WESG2019MalaysiaRegionalFinals,Overpass
Darkhorse,16-3 ,VG.Anthrax,WESG2019MalaysiaRegionalFinals,Overpass
XiphosZeGg,16-6,MGRG,eXTREMESLAND2019SriLanka,d2
LaZe,16-8,XCN,eXTREMESLAND2019SEARegionalFinals,mrg
LiviD,14-16,Oceanus,DreamHackCanadianChampionship2019,Inferno
LiviD,8-16 ,Oceanus,DreamHackCanadianChampionship2019,Mirage
LiviD,8-16 ,Oceanus,DreamHackCanadianChampionship2019,Mirage
Malvinas,16-9 ,Furious,AorusLeague2019#3SouthernCone,Nuke
Malvinas,16-2 ,Furious,AorusLeague2019#3SouthernCone,Mirage
Malvinas,16-2 ,Furious,AorusLeague2019#3SouthernCone,Mirage
Astralis,16-8 ,Liquid,StarLadderMajorBerlin2019,Vertigo
Astralis,16-13,Liquid,StarLadderMajorBerlin2019,Overpass
Astralis,16-13,Liquid,StarLadderMajorBerlin2019,Overpass
